PremiereDate;Title;Studio;KidsMovie;Rating;Genre;Copies;VisitorsOnPremiereWeekend;VisitorsOverall;ExpertsForacast
03.09.15;French Women - Was Frauen wirklich wollen;Alpenrepublik;no;12;DramaArthouse;55;7448;31601;8010
03.09.15;Königin der Wüste;Prokino;no;0;DramaArthouse;158;30581;121655;26850
03.09.15;Ricki - Wie Familie so ist;Sony Pictures Releasing;no;0;Comedy;249;43386;144864;51050
03.09.15;The Transporter Refueled;Universum Film;no;12;ActionAdventure;395;75623;162592;83500
10.09.15;Fack Ju Göhte 2;Constantin Film;yes;12;Comedy;830;2115200;7639878;1632500
10.09.15;Im Reich der Affen;Walt Disney;no;0;DramaArthouse;56;1284;2886;4946
10.09.15;Kill the Messenger;Universal Pictures;no;12;Thriller;51;5355;29128;4750
10.09.15;Knight of Cups;Studiocanal;no;6;DramaArthouse;39;4947;18767;7053
17.09.15;Captive;Paramount Pictures;no;12;Thriller;106;3187;4656;5900
17.09.15;Everest (3D);Universal Pictures;no;12;ActionAdventure;475;199446;816519;186450
17.09.15;Ich und Kaminski;X Verleih;no;6;DramaArthouse;107;27706;123380;20475
17.09.15;Sinister 2;Wild Bunch;no;16;Horror;243;74449;225657;86713
17.09.15;The D Train;Sony Pictures Releasing;no;16;Comedy;101;667;11929;4025
24.09.15;Der Vater meiner besten Freundin;Weltkino;no;12;DramaArthouse;117;7838;22627;20652
24.09.15;Life;Universum Film;no;0;DramaArthouse;66;6115;25034;8810
24.09.15;Man lernt nie aus;Warner Bros.;no;0;Comedy;528;122919;562632;209000
24.09.15;Maze Runner - Die Auserwählten in der Brandwüste;20th Century Fox;yes;12;TeenagerMovie;516;158261;511122;292260
24.09.15;Schmidts Katze;MFA+ Filmdistribution;no;12;Comedy;41;1982;5402;6280
24.09.15;The Visit;Universal Pictures;no;12;Horror;362;136535;524785;104560
01.10.15;A Royal Night - Ein königliches Vergnügen;Concorde;no;6;DramaArthouse;97;4938;17678;11447
01.10.15;Alles steht Kopf;Walt Disney;yes;0;Animation;585;642123;3435362;400125
01.10.15;Der Staat gegen Fritz Bauer;Alamode Film;no;12;DramaArthouse;104;28877;257769;18480
01.10.15;MAX;Warner Bros.;no;0;DramaArthouse;52;1389;2283;2983
01.10.15;Regression;Tobis;no;16;Thriller;105;27366;56682;15050
01.10.15;Sicario;Studiocanal;no;16;ActionAdventure;302;89151;294816;79463
08.10.15;Der Marsianer - Rettet Mark Watney;20th Century Fox;no;12;ActionAdventure;566;298611;1348197;401490
08.10.15;Er ist wieder da;Constantin Film;no;12;Comedy;401;359769;2409094;206420
08.10.15;Pan;Warner Bros.;no;12;ActionAdventure;485;64636;164000;78645
08.10.15;The Program - Um jeden Preis;Studiocanal;no;0;DramaArthouse;83;6905;29290;11412
15.10.15;American Ultra;Concorde;no;16;ActionAdventure;239;31343;87676;52250
15.10.15;Black Mass;Warner Bros.;no;16;Thriller;200;70966;215278;48500
15.10.15;Crimson Peak;Universal Pictures;no;16;Horror;365;81795;215959;114638
15.10.15;Hotel Transsilvanien 2;Sony Pictures Releasing;yes;6;Family;621;362059;1621029;266925
15.10.15;Kleine Ziege, sturer Bock;Majestic (Fox);no;0;Comedy;86;4782;12762;7770
15.10.15;Picknick mit Bären;Alamode Film;no;0;Comedy;112;28378;194790;20950
22.10.15;A Perfect Day;Warner Bros.;no;12;DramaArthouse;95;11989;41963;
22.10.15;Malala - Ihr Recht auf Bildung;20th Century Fox;no;12;DramaArthouse;76;3465;39544;
22.10.15;Paranormal Activity: Ghost Dimension;Paramount Pictures;no;16;Horror;315;161393;508286;
22.10.15;The Last Witch Hunter;Concorde;no;12;Fantasy;430;120364;395915;
22.10.15;The Walk;Sony Pictures Releasing;no;6;DramaArthouse;323;26035;78299;
29.10.15;8 Sekunden - Ein Augenblick Unendlichkeit;Warner Bros.;no;12;DramaArthouse;53;3856;7393;3785
29.10.15;Der letzte Wolf;Wild Bunch;no;12;DramaArthouse;103;12643;46060;16058
29.10.15;Macbeth;Studiocanal;no;12;DramaArthouse;81;19870;108740;23483
29.10.15;Macho Man;Universum Film;no;6;Comedy;269;41865;112547;39000
29.10.15;Madame Marguerite oder die Kunst der schiefen Töne;Concorde;no;12;DramaArthouse;87;10328;37354;10833
29.10.15;V8 - Die Rache der Nitros;Universal Pictures;yes;0;Family;111;2005;4897;7650
05.11.15;Ritter Trenk;Universum Film;yes;0;Family;400;34771;151448;
05.11.15;Spectre;Sony Pictures Releasing;no;12;ActionAdventure;857;1681087;7045948;
12.11.15;Die Trapp Familie;Concorde;no;6;DramaArthouse;105;2521;5846;10540
12.11.15;Erinnerungen an Marnie;Universum Film;yes;0;Family;44;7368;19438;3536
12.11.15;Irrational Man;Warner Bros.;no;12;DramaArthouse;135;36148;165357;34810
12.11.15;Scouts vs. Zombies - Handbuch zur Zombie-Apokalypse;Paramount Pictures;no;16;Horror;182;30206;65652;39940
12.11.15;Steve Jobs;Universal Pictures;no;6;DramaArthouse;268;53177;152896;75430
19.11.15;Die Tribute von Panem - Mockingjay Teil 2;Studiocanal;yes;12;TeenagerMovie;661;1143332;4081536;1192200
19.11.15;Ich und Earl und das Mädchen;20th Century Fox;no;6;DramaArthouse;54;2176;22326;5500
19.11.15;Stonewall;Warner Bros.;no;12;DramaArthouse;56;2672;6683;6306
19.11.15;Umrika;Ascot Elite;no;6;DramaArthouse;35;1283;4495;2363
26.11.15;Arlo & Spot;Walt Disney;yes;6;Animation;523;156143;734098;159485
26.11.15;Bridge of Spies - Der Unterhändler;20th Century Fox;no;12;Thriller;446;87020;408866;102405
26.11.15;Die Highligen drei Könige;Sony Pictures Releasing;no;16;Comedy;214;36596;136359;46085
26.11.15;Ewige Jugend;Wild Bunch;no;6;DramaArthouse;71;26479;233993;14273
26.11.15;Highway to Hellas;Warner Bros.;no;6;Comedy;249;26016;81510;26250
26.11.15;The Gift;Paramount Pictures;no;12;Thriller;102;9910;41246;18660
03.12.15;4 Könige;Port-au-Prince;no;12;DramaArthouse;44;4965;27702;4580
03.12.15;Alle Jahre wieder - Weihnachten mit den Coopers;Studiocanal;no;0;Comedy;226;40883;203171;33058
03.12.15;Das brandneue Testament;NFP;no;12;DramaArthouse;71;29650;370648;15363
03.12.15;Im Herzen der See;Warner Bros.;no;12;ActionAdventure;416;38298;95792;68025
03.12.15;Im Rausch der Sterne;Wild Bunch;no;6;DramaArthouse;140;12471;56238;26263
03.12.15;Krampus;Universal Pictures;no;16;Horror;303;68408;259590;99750
03.12.15;The Perfect Guy;Sony Pictures Releasing;no;16;Thriller;110;2028;11519;3109
03.12.15;Wie auf Erden;Prokino;no;6;DramaArthouse;107;9142;51924;15463
10.12.15;By the Sea;Universal Pictures;no;12;DramaArthouse;140;5953;10159;17300
10.12.15;Dark Places - Gefährliche Erinnerung;Concorde;no;16;DramaArthouse;15;1142;12936;5024
10.12.15;Der kleine Prinz;Warner Bros.;yes;0;Family;573;57173;307842;108520
10.12.15;Heidi;Studiocanal;yes;0;Family;585;147885;1212857;176700
10.12.15;Knock Knock;Universum Film;no;16;Thriller;142;21304;96213;26536
10.12.15;Mistress America;20th Century Fox;no;6;Comedy;52;3392;11469;7208
17.12.15;Carol;DCM;no;6;DramaArthouse;100;33623;;30125
17.12.15;Hilfe, ich hab meine Lehrerin geschrumpft;Sony Pictures Releasing;yes;0;Family;423;123338;1090209;105425
17.12.15;Madame Bovary;Warner Bros.;no;6;DramaArthouse;51;1767;6063;3951
17.12.15;Star Wars: Das Erwachen der Macht;Walt Disney;no;12;ActionAdventure;813;2138869;8972108;2384875
23.12.15;Die Peanuts - Der Film;20th Century Fox;yes;0;Animation;638;204779;1188332;
24.12.15;Bruder vor Luder;Constantin Film;yes;6;TeenagerMovie;244;53815;372519;
24.12.15;Ich bin dann mal weg;Warner Bros.;no;0;DramaArthouse;625;261858;;
24.12.15;Mr. Holmes;Alamode Film;no;0;DramaArthouse;100;14100;86456;
31.12.15;Die Vorsehung;Concorde;no;16;Thriller;217;60043;161113;
31.12.15;Jane got a Gun;Universum Film;no;12;ActionAdventure;80;5178;26981;
31.12.15;Joy - Alles außer gewöhnlich;20th Century Fox;no;12;DramaArthouse;332;95627;268581;
07.01.16;Legend;Studiocanal;no;16;ActionAdventure;199;59392;159233;68250
07.01.16;The Danish Girl;Universal Pictures;no;6;DramaArthouse;166;68540;380338;78825
07.01.16;The Revenant - Der Rückkehrer;20th Century Fox;no;16;ActionAdventure;402;380349;;230063
07.01.16;Unfriend;Warner Bros.;no;16;Horror;302;101568;263524;55875
14.01.16;Creed - Rocky's Legacy;Warner Bros.;no;12;ActionAdventure;326;142033;339804;115350
14.01.16;Die 5. Welle;Sony Pictures Releasing;no;12;ActionAdventure;459;130359;392804;160788
14.01.16;Die dunkle Seite des Mondes;Alamode Film;no;12;Thriller;92;17977;110461;15438
14.01.16;Die Winzlinge - Operation Zuckerdose;Pandastorm;yes;0;Family;121;17058;86635;11375
14.01.16;Gut zu Vögeln;Constantin Film;no;12;Comedy;284;55793;178719;63450
14.01.16;Mademoiselle Hanna und die Kunst Nein zu sagen;X Verleih;no;12;Comedy;47;7007;32681;6075
14.01.16;Suite française - Melodie der Liebe;Universum Film;no;12;DramaArthouse;56;4148;16243;3958
14.01.16;The Big Short;Paramount Pictures;no;6;DramaArthouse;280;79749;387826;63725
21.01.16;Anomalisa;Paramount Pictures;no;12;Animation;62;7015;33360;5100
21.01.16;Bibi & Tina - Mädchen gegen Jungs;DCM;yes;0;Family;660;374187;;248375
21.01.16;Boulevard;Pro-Fun;no;12;DramaArthouse;12;526;1325;1025
21.01.16;Brooklyn - Eine Liebe zwischen zwei Welten;20th Century Fox;no;0;DramaArthouse;95;24517;;20200
21.01.16;Daddy's Home;Paramount Pictures;no;6;Comedy;294;78060;224562;53800
21.01.16;Die Wahlkämpferin;Warner Bros.;no;12;DramaArthouse;69;2489;4256;6538
21.01.16;Point Break;Concorde;no;12;ActionAdventure;402;40812;100069;67875
21.01.16;Ride Along: Next Level Miami;Universal Pictures;no;12;Comedy;382;137495;425749;100700
21.01.16;Valley of Love - Tal der Liebe;Concorde;no;0;DramaArthouse;50;5145;17904;7570
28.01.16;Alvin und die Chipmunks: Road Chip;20th Century Fox;yes;0;Animation;606;232727;902012;158290
28.01.16;Dope;Sony Pictures Releasing;no;16;DramaArthouse;102;1663;11820;4050
28.01.16;Ein Atem;Wild Bunch;no;12;DramaArthouse;58;3093;9267;4740
28.01.16;The Hateful 8;Universum Film;no;16;ActionAdventure;577;312673;1245213;478145
28.01.16;Wie Brüder im Wind;Warner Bros.;yes;6;Family;172;11659;58267;17711
04.02.16;Gänsehaut (3D);Sony Pictures Releasing;no;12;Fantasy;547;87260;263734;100760
04.02.16;Robinson Crusoe;Studiocanal;yes;0;Family;510;129519;651844;135125
04.02.16;Suffragette;Concorde;no;12;DramaArthouse;127;39104;272651;42898
04.02.16;The Forest;Splendid;no;16;Horror;117;51118;173316;31458
04.02.16;TIL SCHWEIGER - der KINO-TATORT: OFF DUTY;Warner Bros.;no;16;ActionAdventure;503;109137;277256;115718
11.02.16;69 Tage Hoffnung;Warner Bros.;no;12;DramaArthouse;51;1048;2022;3533
11.02.16;Deadpool;20th Century Fox;no;16;ActionAdventure;523;713887;;307333
11.02.16;Die wilden Kerle - Die Legende lebt;Walt Disney;yes;0;Family;557;165112;517343;211333
11.02.16;Dirty Grandpa;Constantin Film;no;12;Comedy;400;281609;1332292;178667
11.02.16;Sisters;Universal Pictures;no;12;Comedy;351;77824;180283;78667
18.02.16;Colonia Dignidad - Es gibt kein Zurück;Majestic (Fox);no;16;DramaArthouse;284;63833;249934;
18.02.16;Die Hüterin der Wahrheit - Dinas Bestimmung;polyband;yes;12;Family;86;2610;4012;
18.02.16;Erschütternde Wahrheit;Sony Pictures Releasing;no;12;DramaArthouse;252;30124;78948;
18.02.16;Hail, Caesar!;Universal Pictures;no;0;Comedy;146;101037;435885;
18.02.16;Midnight Special;Warner Bros.;no;12;Thriller;60;1601;3853;
18.02.16;The Boy;Central Film;no;12;Horror;190;62952;283285;
18.02.16;Zoolander 2;Paramount Pictures;no;12;Comedy;405;40047;70316;
25.02.16;Der geilste Tag;Warner Bros.;no;12;Comedy;650;342733;1657647;448440
25.02.16;Freunde fürs Leben;Ascot Elite;no;0;DramaArthouse;80;9670;36568;10480
25.02.16;Spotlight;Paramount Pictures;no;0;Thriller;140;36538;;32920
25.02.16;Where to Invade Next;Falcom;no;12;DramaArthouse;131;6302;13856;11214
03.03.16;13 Hours: The Secret Soldiers of Benghazi;Paramount Pictures;no;16;ActionAdventure;248;29670;71082;33756
03.03.16;Das Tagebuch der Anne Frank;Universal Pictures;no;12;DramaArthouse;516;80412;;187440
03.03.16;El Clan;Prokino;no;16;DramaArthouse;74;8173;30968;6167
03.03.16;Zoomania;Walt Disney;yes;0;Family;636;690464;;468060
10.03.16;Der Spion und sein Bruder;Sony Pictures Releasing;no;12;Comedy;395;60661;135047;70530
10.03.16;Grüße aus Fukushima;Majestic (Fox);no;12;DramaArthouse;82;14687;75863;18392
10.03.16;London Has Fallen;Universum Film;no;16;ActionAdventure;292;91578;389627;123760
10.03.16;Son of Saul;Sony Pictures Releasing;no;16;DramaArthouse;29;1851;8070;3848
10.03.16;The Choice - Bis zum letzten Tag;Wild Bunch;no;6;DramaArthouse;274;37615;131486;52948
10.03.16;Trumbo;Paramount Pictures;no;6;DramaArthouse;103;6403;33081;12664
10.03.16;Unsere Wildnis;Universum Film;no;0;DramaArthouse;115;5242;17572;13025
17.03.16;Auferstanden;Sony Pictures Releasing;no;12;DramaArthouse;110;4442;25155;
17.03.16;Die Bestimmung - Allegiant;Concorde;yes;12;TeenagerMovie;494;111656;441619;
17.03.16;Kung Fu Panda 3;20th Century Fox;yes;0;Animation;691;171125;;
17.03.16;Lolo - Drei ist einer zu viel;NFP (Warner);no;6;Comedy;122;9104;33264;
17.03.16;Raum;Universal Pictures;no;12;DramaArthouse;91;19027;100756;
24.03.16;Batman v Superman: Dawn of Justice;Warner Bros.;no;12;ActionAdventure;657;554890;1526493;517052
24.03.16;Mein ein, mein alles;Studiocanal;no;12;DramaArthouse;66;11225;;12207
24.03.16;My Big Fat Greek Wedding 2;Universal Pictures;no;0;Comedy;431;62093;151510;92067
24.03.16;Rock the Kasbah;Splendid;no;12;Comedy;58;6953;13153;10300
24.03.16;Schellen-Ursli;DCM;yes;0;Family;70;2590;10202;3073
24.03.16;Sex & Crime;Camino;no;12;Comedy;48;2316;6563;5858
31.03.16;10 Cloverfield Lane;Paramount Pictures;no;16;Thriller;361;59160;190514;
31.03.16;Criminal Activities;Tiberius Film;no;16;Thriller;86;4313;22832;
31.03.16;Eddie the Eagle - Alles ist möglich;20th Century Fox;no;0;DramaArthouse;424;57660;205111;
31.03.16;Familie zu vermieten;Studiocanal;no;0;Comedy;52;4487;17690;
31.03.16;Im Himmel trägt man hohe Schuhe;Neue Visionen;no;6;DramaArthouse;120;11789;;
31.03.16;The Finest Hours;Walt Disney;no;12;ActionAdventure;57;2564;18857;
07.04.16;Ein Mann namens Ove;Concorde;no;12;Comedy;140;51752;;
07.04.16;Freeheld - Jede Liebe ist gleich;Universum Film;no;6;DramaArthouse;75;5004;18483;
07.04.16;How To Be Single;Warner Bros.;no;12;Comedy;377;206605;;
07.04.16;The Huntsman & The Ice Queen;Universal Pictures;no;12;ActionAdventure;595;131888;408559;
14.04.16;A War;Studiocanal;no;12;DramaArthouse;43;2033;5366;5340
14.04.16;Hardcore;Capelight;no;18;ActionAdventure;204;28681;86228;41080
14.04.16;The Jungle Book;Walt Disney;yes;6;ActionAdventure;659;460078;;460000
14.04.16;The Lady in the Van;Sony Pictures Releasing;no;6;DramaArthouse;115;13842;;29720
21.04.16;Gods of Egypt;Concorde;no;12;ActionAdventure;410;56169;123406;
21.04.16;The Boss;Universal Pictures;no;12;Comedy;496;80655;198575;
21.04.16;Visions;Warner Bros.;no;16;Horror;70;9728;25487;
28.04.16;Bauernopfer - Spiel der Könige;Studiocanal;no;6;DramaArthouse;51;4369;;3949
28.04.16;Ein Hologramm für den König;X Verleih;no;6;DramaArthouse;312;51034;;48363
28.04.16;Ratchet & Clank;Constantin Film;yes;6;Animation;120;6614;14365;17675
28.04.16;Rico, Oskar und der Diebstahlstein;20th Century Fox;yes;0;Family;482;62509;;65283
28.04.16;The First Avenger: Civil War;Walt Disney;no;12;ActionAdventure;615;545288;;546313
05.05.16;A Bigger Splash;Studiocanal;no;12;DramaArthouse;93;10260;;7990
05.05.16;Bad Neighbors 2;Universal Pictures;no;12;Comedy;524;152533;;413500
05.05.16;Triple 9;Wild Bunch;no;16;Thriller;177;15056;77435;43773
12.05.16;Angry Birds - Der Film;Sony Pictures Releasing;no;0;Animation;679;329951;;313120
12.05.16;Der junge Messias;Concorde;no;12;DramaArthouse;46;1366;2034;4133
12.05.16;Die Poesie des Unendlichen;Wild Bunch;no;6;DramaArthouse;67;11308;;5775
12.05.16;Mängelexemplar;X Verleih;no;12;Comedy;131;14858;;18115
12.05.16;Victor Frankenstein - Genie und Wahnsinn;20th Century Fox;no;16;Horror;51;3826;21902;9393
12.05.16;Wie Männer über Frauen reden;NFP (Warner);no;12;Comedy;292;40090;105214;39255
19.05.16;Monsieur Chocolat;DCM;no;12;DramaArthouse;93;10337;;17538
19.05.16;Nur Fliegen ist schöner;Prokino;no;0;DramaArthouse;55;8077;55558;7450
19.05.16;The Witch;Universal Pictures;no;16;Horror;172;29313;91258;36875
19.05.16;X-Men: Apocalypse;20th Century Fox;no;12;ActionAdventure;630;213229;;299750
26.05.16;Alice im Wunderland: Hinter den Spiegeln;Walt Disney;no;6;Fantasy;530;199376;;334000
26.05.16;Money Monster;Sony Pictures Releasing;no;12;DramaArthouse;425;110073;;143500
26.05.16;Sing Street;Studiocanal;no;6;DramaArthouse;90;10096;;9483
26.05.16;Warcraft: The Beginning;Universal Pictures;no;12;ActionAdventure;603;440830;;284000
02.06.16;Der Moment der Wahrheit;Universum Film;no;0;DramaArthouse;69;6204;;8457
02.06.16;Doktor Proktors Zeitbadewanne;Wild Bunch;no;6;Family;52;1430;;4545
02.06.16;Everybody Wants Some!!;Constantin Film;no;12;Comedy;79;1598;;11730
02.06.16;Green Room;Universum Film;no;18;Horror;91;5679;;12245
02.06.16;Seitenwechsel;Warner Bros.;no;12;Comedy;200;16220;;23500
02.06.16;The Nice Guys;Concorde;no;16;Thriller;485;78910;;179325
02.06.16;The Other Side of the Door;20th Century Fox;no;16;Horror;54;6277;;6278
02.06.16;Vor der Morgenröte;X Verleih;no;0;DramaArthouse;57;23590;;13925
02.06.16;Whiskey Tango Foxtrot;Paramount Pictures;no;12;Comedy;105;5185;;8975
09.06.16;Einmal Mond und zurück;Paramount Pictures;yes;0;Animation;316;27518;;22238
09.06.16;Erlösung;NFP;no;16;Thriller;127;18548;;31958
09.06.16;Himmelskind;Sony Pictures Releasing;no;6;DramaArthouse;103;2671;;4756
09.06.16;Professor Love;Wild Bunch;no;12;Comedy;70;4368;;4654
09.06.16;Sky - Der Himmel in mir;Alamode Film;no;12;DramaArthouse;62;3410;;4449
09.06.16;Stolz und Vorurteil und Zombies;Universum Film;no;16;Horror;173;9573;;27178
09.06.16;Vor ihren Augen;Universal Pictures;no;12;DramaArthouse;106;13659;;7150
16.06.16;Central Intelligence;Universal Pictures;no;12;Comedy;494;231121;;113000
16.06.16;Demolition;20th Century Fox;no;12;DramaArthouse;57;7067;;4020
16.06.16;The Conjuring 2;Warner Bros.;no;16;Horror;337;193201;;103233
23.06.16;Bastille Day;Studiocanal;no;16;ActionAdventure;334;28073;;54580
23.06.16;Ein ganzes halbes Jahr;Warner Bros.;no;12;DramaArthouse;509;242020;;357500
23.06.16;The Neon Demon;Koch Media;no;16;Thriller;106;4939;;13000
30.06.16;Caracas, eine Liebe;Weltkino;no;16;DramaArthouse;44;1456;;
30.06.16;High-Rise;DCM;no;16;Thriller;60;4467;;
30.06.16;Ice Age - Kollision voraus!;20th Century Fox;yes;0;Animation;812;443090;;
30.06.16;Ma Ma - Der Ursprung der Liebe;MFA+ Filmdistribution;no;12;DramaArthouse;58;2007;;
30.06.16;Meier Müller Schmidt;Barnsteiner;no;12;Comedy;16;225;;
30.06.16;The Assassin;Delphi Filmverleih;no;12;ActionAdventure;19;1381;;
30.06.16;Väter & Töchter - ein ganzes Leben;SpotOn Distribution;no;12;DramaArthouse;105;2659;;
07.07.16;Argentina;Concorde;no;0;DramaArthouse;18;670;;1665
07.07.16;Ferien;DCM;no;0;Comedy;18;1629;;1653
07.07.16;Liebe Halal;Neue Visionen;no;6;DramaArthouse;72;4006;;5630
07.07.16;Smaragdgrün;Concorde;no;12;TeenagerMovie;496;112699;;130525
07.07.16;Stadtlandliebe;Warner Bros.;no;6;Comedy;195;5161;;14186
07.07.16;Verräter wie wir;Studiocanal;no;16;Thriller;197;17056;;34550
